,Functional grp name,SMARTS,Smiles
200,Phosphorus halogen derivatives (3),"[Pv5X4](=[OX1])([F,Cl,Br,I])([#8])[#8]",*P(O)(O)=O
201,Phosphorus halogen derivatives (4),"[Pv5X4](=[OX1])([F,Cl,Br,I])([#7])[#6]",*P(C)(N)=O
202,Phosphorus halogen derivatives (5),"[Pv5X4]([F,Cl,Br,I])([#6])([#6])=[SX1]",*P(C)(C)=S
203,Phosphorus halogen derivatives (6),"[Pv5X4]([#8])([#6])([F,Cl,Br,I])(=[SX1])",*P(C)(O)=S
204,Phosphorus halogen derivatives (7),"[Pv5X4](=[SX1])([F,Cl,Br,I])([#16])[#6]",*P(C)(S)=S
205,Phosphorus V derivatives,[Pv5X4]([!#1])([!#1])([!#1])=[NX2],*P(*)(*)=N
206,Carbodiimides,[#6][NX2]=[CX2]=[NX2][#6],CN=C=NC
207,Thiocyanates,[SX2][CX2]#[NX1],N#CS
208,Sulfonylhalides,"[#6][Sv6X4](=[OX1])(=[OX1])[F,Cl,Br,I]",*S(C)(=O)=O
209,Sulfonylanhydrides,[#6][Sv6X4](=[OX1])(=[OX1])[OX2][Sv6X4](=[OX1])(=[OX1])[#6],CS(=O)(=O)OS(C)(=O)=O
210,Alkylsulfonates,[#6][Sv6X4](=[OX1])(=[OX1])[OX2][CX4],COS(C)(=O)=O
211,Alkylsulfates,"[#6,#1][OX2,OH1][Sv6X4](=[OX1])(=[OX1])[OX2][CX4]",**S(=O)(=O)OC
212,All types of 3-valent phosphorus and similar (1),[Pv3X3]([#8])([#8])[#8],OP(O)O
213,All types of 3-valent phosphorus and similar (2),"[Pv3X3]([#8])([#8])[F,Cl,Br,I]",*P(O)O
214,All types of 3-valent phosphorus and similar (3),"[Pv3X3]([#8])([#6])[F,Cl,Br,I]",*P(C)O
215,All types of 3-valent phosphorus and similar (4),"[Pv3X3]([#6])([#6])[F,Cl,Br,I]",*P(C)C
216,All types of 3-valent phosphorus and similar (5),[Pv3X3]([#6])([#6])([#6]),CP(C)C
217,All types of 3-valent phosphorus and similar (6),"[Pv3X3]([#8])([#7])[F,Cl,Br,I]",*P(N)O
218,All types of 3-valent phosphorus and similar (7),"[Pv3X3]([#7])([#7])[F,Cl,Br,I]",*P(N)N
219,All types of 3-valent phosphorus and similar (8),"[#16][Pv3X3]([#6])[F,Cl,Br,I]",*P(C)S
220,All types of 3-valent phosphorus and similar (9),[Pv3X3]([#7])([#7])[#7],NP(N)N
221,All types of 3-valent phosphorus and similar (10),[PX4+]([#6])([#6])([#6])([#6]),C[P+](C)(C)C
222,Hydroxamic acid haloanhydrides,"[CX3]([#6])([F,Cl,Br])=[NX2][#8]",*C(C)=NO
223,Halothioanhydrides,"[#6][CX3](=[SX1])[F,Cl,Br,I]",*C(C)=S
224,Halocarbonates,"[#8][CX3](=[OX1])[F,Cl,Br,I]",*C(O)=O
225,Halocarbamates,"[#7][CX3](=[OX1])[F,Cl,Br,I]",*C(N)=O
226,Isocyanides,"[#6][$([NX2+]#[CX1-]),$([NX2]#[CX1])]",*C
227,Azides,"[$([NX2]=[NX2+]=[NX1-]),$(N=[NX2+]=N),$([NX2-]-[NX2+]#[NX1])]",*
228,Thione esters,"[#6,#1][CX3](=[SX1])[OX2][#6]",*C(=S)OC
229,Acylsulfides,"[#6,#1][CX3](=[OX1])[SX2][#6]",*C(=O)SC
230,Thiones,[#6][CX3](=[SX1])[#6],CC(C)=S
231,Thioamides,[#6][CX3](=[SX1])[#7],CC(N)=S
232,Peroxides,[OX2][OX2],OO
233,Acyclic disulfides and polysulfides,[SX2!R][SX2!R],SS
234,Nitroso,[#6][NX2]=[OX1],CN=O
235,Nitrates,"[#6][OX2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]",*OC
236,N-Nitro,"[#7][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]",*N
237,N-Nitroso,[#7][NX2]=[OX1],NN=O
238,Azo,[#6][NX2]=[NX2][#6],CN=NC
239,Azoxy,"[#6][$([NX2]=[NX3+]([O-])[#6]),$([NX2]=[NX3](=[OX1])[#6])]",*C
240,Nitroso dimers,"[$([#6][NX3+]([OX1-])=[NX3+]([OX1-])[#6]),$([#6][NX3](=[OX1])=[NX3](=[OX1])[#6])]",*
241,Sulfenyl halides,"[#6][Sv2X2][F,Cl,Br,I]",*SC
242,Sulfinyl halides,"[#6][Sv4X3](=[OX1])[F,Cl,Br,I]",*S(C)=O
243,Diazonium salts,"[$([NX2+]#[NX1]),$([NX2]#N)]",*
244,Cyclic and linear haloamidines,"[CX3](=[#7])([#7])[Cl,Br,I]",*C(N)=N
245,Aldimines and ketimines,[#6][CX3]=[NX2][#6],CC=NC
246,Hydrazones and similar,[CX3]=[NX2][NX3][#6],CNN=C
247,Hydroxylamines,[OH1][NX3][#6],CN[OH]
248,N-Oxides,"[$([OX1-,OH1][#7X4+]([*])([*])([*])),$([OX1]=[#7X4v5]([*])([*])([*])),$([OX1]=[Nv5X3&!$([Nv5X3](=[OX1])=[OX1])](=[*])([*])),$([OX1-,OH1][#7X3+R](~[R])(~[R])),$([OX1]=[#7v5X3R](~[R])(~[R]))]",*
249,Aminals,N[CX4]N,NCN
250,Ammonium salts,[NX4+]([#6])([#6])([#6])([#6]),C[N+](C)(C)C
251,Sulfonium salts,[SX3+]([#6])([#6])([#6]),C[S+](C)C
252,α-Haloketones and similar,"[#6][CX3](=[OX1])[CX4][Cl,Br,I]",*CC(C)=O
253,β-Haloamines,"[NX3][CX4][CX4][Cl,Br,I]",*CCN
254,β-Halosulfides,"[Sv2X2][CX4][CX4][Cl,Br,I]",*CCS
255,Acrylates and similar,[CX3](=[OX1])([#8])[CX3]=[CX3],C=CC(O)=O
256,Acrylamides,[CX3](=[OX1])([#7])[CX3]=[CX3],C=CC(N)=O
257,Vinylketones and similar,[CX3](=[OX1])([#6])[CX3]=[CX3],CC(=O)C=C
258,Vinylsulfones and similar,[Sv6X4](=[OX1])(=[OX1])[CX3]=[CX3],C=CS(=O)=O
259,Nitrovinyl,"[CX3]=[CX3][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]",*C=C
260,Acrylonitriles,[NX1]#CC=C,C=CC#N
261,Vinylphosphonates and similar,[Pv5X4](=[OX1])([#8])([#8])[CX3]=[CX3],C=CP(O)(O)=O
262,Vinylpyridines and similar,"[$(n1c([CX3]=[CX3])cccc1),$(n1cc([CX3]=[CX3])ccc1),$(n1ccc([CX3]=[CX3])cc1)]",*
263,Cyclic maleimide-like Michael acceptors,C1(=[OX1])C=CC(=[OX1])[NX3]1,O=C1C=CC(=O)N1
264,Ketenes,[CX3]=[CX2]=[OX1],C=C=O
265,Allenes,C=C=C,C=C=C
266,Oxiranes,[CX4]1[OX2][CX4]1,C1CO1
267,Thiiranes,[CX4]1[SX2][CX4]1,C1CS1
268,Aziridines,[CX4]1[NX3][CX4]1,C1CN1
269,Oxetanes,[CX4]1[OX2][CX4][CX4]1,C1COC1
270,Thietanes,[CX4]1[SX2][CX4][CX4]1,C1CSC1
271,Selen in chain,[Sev2X2],[SeH2]
272,O-Silyl derivatives,[Si]([#8])([#6])([#6])([#6]),C[Si](C)(C)O
273,N-Silyl derivatives,[Si]([#7])([#6])([#6])([#6]),C[Si](C)(C)N
274,Benzylhalogenides and similar,"c1ccccc1([CX4][Cl,Br,I])",*Cc1ccccc1
275,Halomethyl ethers,"[F,Cl,Br,I][CX4][#8]",*CO
276,Halomethyl thioethers,"[F,Cl,Br,I][CX4][#16]",*CS
277,Halomethyl amines,"[F,Cl,Br,I][CX4][#7]",*CN
278,Iodoso and similar hypervalent compounds,[OX1]=[I!X1][#6],CI=O
279,Linear thioureas,N[CX3](=[SX1])N,NC(N)=S
280,Linear dithiocarbamates,N[CX3](=[SX1])S,NC(S)=S
281,Trithiocarbonates,[CX3](=[SX1])(S)S,SC(S)=S
282,Thioester,[CX3](=[SX1])([#6])S,CC(S)=S
283,Bunte salts,[Sv6X4](=[OX1])([#8])([#8])[SX2][#6],CSS(O)(O)=O
284,Positively charged N-heterocycles,[#7v4X3R],N
285,Organometallic compounds,"[$([Te]~[#6]),$([As]~[#6]),$([Ge]~[#6]),$([Hg]~[#6]),$([Co]~[#6]),$([Fe]~[#6]),$([Mn]~[#6]),$([Cr]~[#6]),$([Ti]~[#6]),$([Sn]~[#6])]",*
286,"Isothiazolinone, isothiazolinthione and their derivatives","[#6]1=,:[#6]C(=[OX1,SX1])N[SX2]1",*=C1C=CSN1
287,Acyl and thioacyl halides,"[!$(C=C);!$(C#C)]C(=[O,SX1])[F,Cl,Br,I]",*C(*)=*
288,Imidoyl halides,"[!$(C=C);!$(C#C)]C(=N)[F,Cl,Br,I]",*C(*)=N
289,Esters of aromatic alcohols and their thio and aza analogues,"[!$(C=C);!$(C#C)]C(=[O,SX1,N])[O,S,N][a]",**C(*)=*
290,Acid anhydrides and their thio and aza analogues,"[!$(C=C);!$(C#C)]C(=[O,SX1,N])[O,S,N]C(=[O,SX1,N])",*C(=*)*C=*
291,Esters of unsaturated alcohols and their thio and aza analogues,"[!$(C=C);!$(C#C)]C(=[O,S,N])[O,S][$(C=C),$(C=N),$(C#C),$(C#N)]",**C(*)=*
292,"β-Lactones, β-lactams and their thio analogues","[#6]1C(=[O,S])[O,N,S][#6]1",*=C1*CC1
293,Benzo-fused five-membered heterocycles,"[C,N,O,S,a]c1[n,o,s]c2ccccc2[n,o,s]1",*c1*c2ccccc2*1
294,(Thio)carbonyl and imine derivatives of five-membered heterocycles,"[#6]1[#6](=[N,O,S])[#7,#8,#16][#6][#7,#8,#16]1",*=C1*C*C1
295,Phthalic anhydrides and their thio and aza analogues,"[C,O]=[#6]1[#7,#8,#16][#6](=[O,N,SX1])c2ccccc12",*=C1*C(=*)c2ccccc21
296,Acylating agents,"[!$(C=C);!$(C#C)]C(=[O,SX1,N])[O,S,N][CX4,O,S][$(C=O),a,$(C=C),$(C#C),$(C=N),$(C#N)]",***C(*)=*
297,Heteryl-substituted benzenes,"C1=[C,N][$(S(=O)(=O)),$(C=[N,O]),$(S=O)][C,N]=C1c2ccccc2",*1*=CC(c2ccccc2)=*1
298,Cyclopentanone and cyclopentathione derivatives,"[CH2,CH]=C1C(=[OX1,SX1])**C1",*=C1**CC1=*
299,"Ortho-substituted phenols, primary and secondary amines","c1c([OH,NH2,NH])c([OH,NH2,NH,$(N=N),$(N(C)C)])ccc1",*c1ccccc1*
300,"Para-substituted phenols, primary and secondary amines","c1c([OH,NH2,NH])ccc([OH,NH2,NH,$(N=N),$(N(C)C)])c1",*c1ccc(*)cc1
301,"Meta-substituted phenols, primary and secondary amines","c1c([OH,NH2,NH])cc([OH,NH2,NH,$(N(C)C)])cc1",*c1cccc(*)c1
302,Ortho-hydroxysubstituted methyl phenyl ether,c1([OH])c(O[CH3])cccc1,[CH3]Oc1ccccc1[OH]
303,Para-hydroxysubstituted methyl phenyl ether,c1([OH])ccc(O[CH3])cc1,[CH3]Oc1ccc([OH])cc1
304,Para-hydroxysubstituted iso-allyl benzene,c1c([OH])ccc(C=C[CH3])c1,[CH3]C=Cc1ccc([OH])cc1
305,Haloethyl-substituted aromatic compounds,"C([F,Cl,Br,I])[CH2,CH][a]",**C*
306,Para-hydroxysubstituted allylbenzene,c1([OH])ccc([CH2][CH]=[CH2])cc1,C=[CH][CH2]c1ccc([OH])cc1
307,Para-methoxysubstituted allylbenzene,c1(O[CH3])ccc([CH2][CH]=[CH2])cc1,C=[CH][CH2]c1ccc(O[CH3])cc1
308,α-Naphthols,[OH]c1cccc2ccccc12,[OH]c1cccc2ccccc12
309,vic-Difluoroalkyl group,"F[CH2,CH]C(F)[$(N(=[OX1])=[OX1]),$(C=O),$(C#N),$(S=O),$(C(=O)N),$(a)]",*C(F)*F
310,vic-Dichloroalkyl group,"Cl[CH2,CH]C(Cl)[$(N(=[OX1])=[OX1]),$(C=O),$(C#N),$(S=O),$(C(=O)N),$(a)]",*C(Cl)*Cl
311,vic-Dibromoalkyl group,"Br[CH2,CH]C(Br)[$(N(=[OX1])=[OX1]),$(C=O),$(C#N),$(S=O),$(C(=O)N),$(a)]",*C(Br)*Br
312,vic-Diiodoalkyl group,"I[CH2,CH]C(I)[$(N(=[OX1])=[OX1]),$(C=O),$(C#N),$(S=O),$(C(=O)N),$(a)]",*C(I)*I
313,Carboxylic acid anhydrides,"[$([#6]1[CX3](=[OX1])[OX2][CX3](=[OX1])[#6]1),$([#6]1[CX3](=[OX1])[OX2][CX3](=[OX1])[#6][#6]1)]",*
314,Dialkyl carbamoylchloride,[NX3]([CX4])([CX4])[CX3](=[OX1])Cl,CN(C)C(=O)Cl
315,Lactones,"[$([#6&!$(C=[O,N,S])]1[OX2][CX3](=[OX1])[#6]1),$([#6&!$(C=[O,N,S])]1[OX2][CX3](=[OX1])[#6][#6]1)]",*
316,Sulfonic acid esters,[#6][Sv6X4!R](=[OX1])(=[OX1])[OX2!R][#6],COS(C)(=O)=O
317,Sulfuric acid esters,[#6][OX2!R][Sv6X4!R](=[OX1])(=[OX1])[OX2!R][#6],COS(=O)(=O)OC
318,Phosphoric acid ester,[Pv5X4]([OX2][#6])([OX2][#6])([OX2][#6])(=[OX1]),COP(=O)(OC)OC
319,Cyclic sulfonic acid esters,"[$([#6]1[Sv6X4](=[OX1])(=[OX1])[OX2][#6]1),$([#6]1[Sv6X4](=[OX1])(=[OX1])[OX2][#6][#6]1),$([#6]1[Sv6X4](=[OX1])(=[OX1])[OX2][#6][#6][#6]1)]",*
320,Cyclic sulfuric acid esters,"[$([#6]1[OX2][Sv6X4](=[OX1])(=[OX1])[OX2][#6][#6]1),$([#6]1[OX2][Sv6X4](=[OX1])(=[OX1])[OX2][#6][#6][#6]1)]",*
321,Halo acetates,"[F,Cl,Br,I][#6][CX3](=[OX1])[OX2H1]",*CC(=O)[OH]
322,Halo acetamides,"[F,Cl,Br,I][#6][CX3](=[OX1])[NX3]",*CC(N)=O
323,Halo ethers,"[$([F,Cl,Br,I]C[OX2]C),$([F,Cl,Br,I]CC[OX2]C)]",*
324,Haloethyl sulfides (S-mustard),"[F,Cl,Br,I][CX4][CX4][SX2]",*CCS
325,Haloethyl amines (N-mustard),"[F,Cl,Br,I][CH2][CH2][NX3]",*[CH2][CH2]N
326,"α, β-Unsaturated amides",[#6]=[#6][CX3](=[OX1])[NX3],C=CC(N)=O
327,"α, β-Unsaturated nitriles",C=CC#[NX1],C=CC#N
328,"α, β-Unsaturated aldehydes",C=C[CX3]([H])=[OX1],[H]C(=O)C=C
329,"α, β-Unsaturated nitro compounds","[#6]=[#6][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]",*C=C
330,"α, β-Unsaturated sulfones",[#6]=[#6][Sv6X4](=[OX1])(=[OX1]),C=CS(=O)=O
331,"α, β-Unsaturated carboxylic acid ester (acrylates)",[#6]=[#6][CX3](=[OX1])[OX2][#6],COC(=O)C=C
332,"α, β-Unsaturated carboxylic acid",[CX3]=[CX3][CX3](=[OX1])[OX2H1],C=CC(=O)[OH]
333,"α, β-Unsaturated carbonyl compounds",[#6]=[#6][CX3](=[OX1])([!#1!$([OH1])]),*C(=O)C=C
334,Alkyl halide,"[*!$([a])&!$(C=C)&!$(C#C)][CX4][F,Cl,Br,I]",*C*
335,Aryl halide,"[a!r0][F,Cl,Br,I]",**
336,Halogenated allylic group,"[F,Cl,Br,I][CX4][CX3]=[CX3]",*CC=C
337,Halogenated benzylic group,"c[CX4][F,Cl,Br,I]",*Cc
338,Diazo compounds,"[$([#6]=[NX2+]=N),$([#6]=[NX2]=[NX1]),$([#6]=[NX2+]=[NX1-]),$([#6]-[NX2+]#[NX1]),$([#6-]-[NX2+]#[NX1])]",*
339,Organo metallic compounds,"[$([Cu][#6]),$([Ag][#6]),$([Au][#6]),$([Zn][#6]),$([Cd][#6]),$([Hg][#6]),$([Sn][#6]),$([Pb][#6]),$([As][#6]),$([Sb][#6])]",*
340,Ammonium compounds,[NX4+]([CX4])([CX4])([CX4])([CX4]),C[N+](C)(C)C
341,Sulfonium compounds,[SX3+]([CX4])([CX4])([CX4]),C[S+](C)C
342,Iodine,II,II
343,Hydrogen peroxide,[#1][OX2][OX2][#1],[H]OO[H]
344,Sulfoxides,[Sv4X3](=[OX1]),O=S
345,Sulfenyl iodides,[SX2][IX1],SI
346,Sulfoxides of aliphatic disulfides,[SX2][Sv4X3](=[OX1]),O=SS
347,Thiosulfonates,[SX2][Sv6X4](=[OX1])(=[OX1]),O=S(=O)S
348,Carboxy disulfides,[SX2][SX2][CX3](=[OX1])[OX2],OC(=O)SS
349,Arsenic (III) compounds,[OX1]=[AsX2],O=[AsH]
350,DDT (dichlorodiphenyltrichloroethane) and analogues,c1cc(ccc1[CH1](C(Cl)(Cl)Cl)c1ccc(cc1)Cl)Cl,Clc1ccc([CH](c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1
351,(Dithio) carbamates,"[OX2,SX2][CX3](=[OX1,SX1])[NX3]",*C(=*)N
352,Organotin compounds,[Sn][#6],C[Sn]
353,Pyrethroids,"[$(CC(=C[CH]1C([CH]1C(=O)OC1C(=C(C(=O)C1)CC=CC=C)C)(C)C)C),$(C(=C[CH]1C([CH]1C(=O)O[CH]1C(=C(C(=O)C1)CC=CC=C)C)(C)C)(C)C(=O)OC)]",*
354,Organophosphorothionate esters,"[Pv5X4](=[SX1])([OX2][#6])([OX2,SX2][#6])([OX2,SX2][#6])",C*P(=S)(*C)OC
355,Acetates,"[CH,$([C!R](=[O,SX1])[#6!R])](=[O,SX1])[O!R,SX2!R,NX3!R][$([a;r6]),$([a;r5]),$(C=C),$(C#C)]",***=*
356,Acyclic anhydrides,"[CH,$([C!R]([O,SX2])(=[O,SX1])[#6!R])](=[O,SX1])[O!R,SX2!R][CH,$([C!R]([O,SX2])(=[O,SX1])[#6!R])]=[O,SX1]",*=***=*
357,Dialkyl carbamoylhalides,"[NH2!R,$([NH!R](C=O)[#6!R]),$(N(C=O)([#6!R])[#6!R])]C(=O)[F,Cl,Br,I]",*C(*)=O
358,Phosphonic acid halides,"[#6]O[P!R](=O)(O[#6])[F,Cl,Br,I,$(C#N)]",*P(=O)(OC)OC
359,Cyclopropenones,"[#6]1([#1,#6])=,:[#6]([#1,#6])-,:[#6]1=O",*C1=C(*)C1=O
360,β-Lactones,C1C(=O)OC1,O=C1CCO1
361,Thio-lactones,C1C(=O)SC1,O=C1CCS1
362,Azlactones,"C1=[O,SX2,NX2,CX3]CC(=[O,SX2])[O,SX2,NX3]1",*=C1*C=*C1
363,Cyclic anhydrides,"[#6R,#8R,#16X2R][#6R](=[O,SX1])[#8R,#16X2R][#6R]([#6,#8R,#16X2])=[#8,#16X1]",*C(=*)*C(*)=*
364,Dithiocarbonimidic acid esters,[#6]N=C(S[#6])S[#6],CN=C(SC)SC
365,Polarised alkene-aldehydes,"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])][CH]=O",*=*[CH]=O
366,Polarised alkene-ketones,"[$([$([CH2]),$([CH][#6])]=[CH,$(C[#6])]C(=O)[#6]);!$([#6X3]1=,:[#6X3H][CX3](=[OX1])[#6X3]=,:[#6X3][#6X3]1(=[OX1]));!$([CX3]1(=[OX1])[CX3](=[OX1])[#6X3]=,:[#6X3H][#6X3]=,:[#6X3]1)]",*
367,Polarised alkene-esters,"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]C(=O)O[#6]",*=*C(=O)OC
368,Polarised alkene-amides,"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]C(=O)[NH2,$([NH](C=O)[#6]),$(N(C=O)([#6])[#6])]",*C(=O)*=*
369,Polarised alkene-nitros,"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]",**=*
370,Polarised alkene-cyanos,"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]C#N",*=*C#N
371,Polarised alkene-alkyl sulphonates,"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]S(=O)(=O)O[#6]",*=*S(=O)(=O)OC
372,Polarised alkene-alkyl sulfones,"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]S(=O)(=O)[#6]",*=*S(C)(=O)=O
373,Polarised alkene-alkyl sulfinyls,"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])][SX3](=O)[#6]",*=*S(C)=O
374,Polarised alkene-oximes,"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]C=[NX2][OH]",*=*C=N[OH]
375,Polarised alkene-pyridines,"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])][$(c1ncccc1),$(c1ccncc1)]",**=*
376,Polarised alkene-pyrazines,"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]c1nccnc1",*=*c1cnccn1
377,Polarised alkene-pyrimidines,"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])][$(c1ncncc1),$(c1ncccn1),$(c1cncnc1)]",**=*
378,Polarised akene-triazines,"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])][$(c1ncncn1),$(c1nncnc1),$(c1nnccn1),$(c1cnncn1),$(c1nnncc1),$(c1cnnnc1)]",**=*
379,Azocarbonamides,"[NH2,$([NH](C=O)[#6]),$(N(C=O)([#6])[#6])]C(=O)N=NC(=O)[NH2,$([NH](C=O)[#6]),$(N(C=O)([#6])[#6])]",*C(=O)N=NC(*)=O
380,Allyl alcohols,"[CH2,$([CH](=C)[#6])]=[CH,$(C(=C)([CH2][OH])[#6])][CH2][OH]",*=*[CH2][OH]
381,Sulphone-sulfates,[#6][Sv6X4](=[OX1])(=[OX1])[CX4][CX4][OX2][Sv6X4](=[OX1])(=[OX1])[OH1],CS(=O)(=O)CCOS(=O)(=O)[OH]
382,Polarised alkyne-aldehydes,"[CH,$(C(#C)[#6])]#C[CH]=O",*#C[CH]=O
383,Polarise alkyne-ketones,"[CH,$(C(#C)[#6])]#CC(=O)[#6]",*#CC(C)=O
384,Polarised alkyne-esters,"[CH,$(C(#C)[#6])]#CC(=O)O[#6]",*#CC(=O)OC
385,Polarised alkyne-amides,"[CH,$(C(#C)[#6])]#CC(=O)[$([NH2]),$([NH](C=O)[#6]),$(N(C=O)([#6])[#6])]",*C(=O)C#*
386,Polarised alkyne-nitros,"[CH,$(C(#C)[#6])]#C[$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]",*C#*
387,Polarised alkyne-cyano,"[CH,$(C(#C)[#6])]#CC#N",*#CC#N
388,Polarised alkyne-alkyl sulphonates,"[CH,$(C(#C)[#6])]#CS(=O)(=O)O[#6]",*#CS(=O)(=O)OC
389,Polarised alkyne-alkyl sulfones,"[CH,$(C(#C)[#6])]#CS(=O)(=O)[#6]",*#CS(C)(=O)=O
390,Polarised alkyne-alkyl sulfinyls,"[CH,$(C(#C)[#6])]#C[SX3](=O)[#6]",*#CS(C)=O
391,Polarised alkyne-pyridines,"[CH,$(C(#C)[#6])]#C[$(c1ncccc1),$(c1ccncc1)]",*C#*
392,Polarised alkyne-pyrazines,"[CH,$(C(#C)[#6])]#Cc1nccnc1",*#Cc1cnccn1
393,Polarised alkyne-pyrimidines,"[CH,$(C(#C)[#6])]#C[$(c1ncccn1),$(c1cncnc1),$(c1ncncc1)]",*C#*
394,Polarised alkyne-triazines,"[CH,$(C(#C)[#6])]#C[$(c1ncncn1),$(c1nncnc1),$(c1nnccn1),$(c1cnncn1)]",*C#*
395,Propargyl alcohols,"[CH,$(C(#C)[#6])]#C[CH2][OH]",*#C[CH2][OH]
396,Benzoquinones,"[$(C1(=O)[#6]=,:[#6]C(=O)[CH]=C1),$(C1(=O)C(=O)[#6]=,:[#6][CH]=C1)]",*
397,Quinone-imines,"[$(C1(=O)[#6]=,:[#6][$(C=[NH]),$(C=N[CX4])][CH]=C1),$(C1(=O)[$(C=[NH]),$(C=N[CX4])][#6]=,:[#6][CH]=C1),$(C1(=O)[$(C=[NH]),$(C=N[CX4])]C=[CH][#6]=,:[#6]1)]",*
398,Quinone-diimines,"[$([CH]1=C[$(C=[NH]),$(C=N[CX4])][#6]=,:[#6][$(C=[NH]),$(C=N[CX4])]1),$([CH]1=C[$(C=[NH]),$(C=N[CX4])][$(C=[NH]),$(C=N[CX4])][#6]=,:[#6]1)]",*
399,Aminophenols,"[$(c1([OH])c[cH]c([NH2])cc1),$(c1([OH])c([NH2])cc[cH]c1)]",*
400,Benzenediamines,"[$(c1([NH2])c[cH]c([NH2])cc1),$(c1([NH2])c([NH2])cc[cH]c1)]",*
401,Quinone-methides,"[$(C1=CC(=O)[#6]=,:[#6]C1(=[CH][CX4])),$(C1(=[CH][CX4])C(=O)[#6]=,:[#6]C=C1)]",*
402,Pyranones,"[$([cH]1cc(=[O,NH])cc[o,n]1),$([cH]1cc(=[O,NH])[o,n]cc1),$(c1cc(=[O,NH])[o,n][cH]c1)]",*
403,Poly aromatic hydrocarbons,"[c;R1,R2,R3]1[c;R1,R2,R3][c;R1,R2,R3][c;R2,R3]2[c;R2,R3]([c;R1,R2,R3]1)[c;R1,R2,R3][c;R1,R2,R3][c;R1,R2,R3][c;R1,R2,R3]2",c1ccc2ccccc2c1
404,Mono-aldehydes,"[CH2,$([CH](=O)[CX4]),$([CH](=O)c1a(*)caaa1),$([CH](=O)c1a(*)aaa1)]=O",*=O
405,Aliphatic amines,[#6][CH2][NX3H2],C[CH2][NH2]
406,"Di-substituted α,β-unsaturated alkenes (polarized by an aldehyde moiety)","[$(C(=C)([#6])[#6]);!$(C(=C)([#6])C=[CH2,CH])]=C[CH]=O",*=C[CH]=O
407,Di-substituted allyl alcohols,"C([#6])([#6])=[CH,$(C(=C)([CH2][OH])[#6])][CH2][OH]",CC(C)=*[CH2][OH]
408,"1,2-Dicarbonyls","[CH,$(C(=O)(C=O)[CX4]),$(C(=O)(C=O)c1a(*)aaaa1),$(C(=O)(C=O)c1a(*)aaa1)](=O)[CH,$(C(=O)(C=O)[#6]);!$(C(=O)(C=O)C=[CH2,CH]);!$(C(=O)(C=O)C#C)]=O",O=**=O
409,"1,3-Dicarbonyls","[CH,$(C(=O)([CX4]C=O)[CX4]),$(C(=O)([CX4]C=O)c1a(*)aaaa1),$(C(=O)([CX4]C=O)c1a(*)aaa1)](=O)[CX4][CH,$(C(=O)([CX4]C=O)[#6]);!$(C(=O)([CX4]C=O)C=[CH2,CH]);!$(C(=O)([CX4]C=O)C#C)]=O",O=*C*=O
410,Ethylenediamines,"[$([NH2,$([NH]([CH2])[CX4])][CH2][CH2][NH2]),$([NH]1[CH2][CH2][NH][CH2][CH2]1)]",*
411,Ethanolamines,"[$([NH2,$([NH]([CH2])[CX4])][CH2][CH2][OH]),$([NH]1[CH2][CH2]O[CH2][CH2]1)]",*
412,Piperizines,[NH]1CC[NH1]CC1,C1C[NH]CC[NH]1
413,Morpholines,O1CC[NH1]CC1,C1COCC[NH]1
414,Alkyl halides,"[CH3,$([CH2]([F,Cl,Br,I])[#6]),$([CH]([F,Br,Cl,I])([#6])[#6]);!$([CH2,CH]C=O);!$([CH2,CH][CX4][NX3,SX2]);!$([CH2,CH][CX4][F,Cl,Br,I])][F,Cl,Br,I]",**
415,Alkyl diazos,"[CH3,$([CH2](N=N)[#6]),$([CH](N=N)([#6])[#6])][NX2]=[NH,$(N(=N)[#6])]",*N=*
416,Alkyl sulfates,"[#6]OS(=O)(=O)O[CH3,$([CH2](O)[#6]),$([CH](O)([#6])[#6])]",*OS(=O)(=O)OC
417,Alkyl sulphonates,"[#6]S(=O)(=O)O[CH3,$([CH2](O)[#6]),$([CH](O)([#6])[#6])]",*OS(C)(=O)=O
