,Len,Functional grp name,SMARTS,Smiles,Validity
826,10,32 - CH3NH (15 - Secondary amine group),[CX4H3][NX3H1!$([NX3H1]([CX4H3])[CX3]=[OX1])][#6],C[NH][CH3],Valid
827,10,33 - CH2NH (15 - Secondary amine group),[CX4H2][NX3H1!$([NX3H1]1[CX4H2][CX4H2][OX2][CX4H2][CX4H2]1)!$([NX3H1]([CX4H2])[CX3]=[OX1])!$([NX3H1]([CX4H3])[CX4H2])][#6],C[NH][CH2],Valid
828,9,34 - CHNH (15 - Secondary amine group),[CX4H1][NX3H1!$([NX3H1][CX4H3])!$([NX3H1][CX4H2])][#6],C[NH][CH],Valid
829,10,35 - CH3N (16 - Tertiary amine),"[CX4H3][NX3!$([NX3]([CX4H3])([CH3,CH2])[CX3]=[OX1])]([#6])[#6]",CN(C)[CH3],Valid
830,10,36 - CH2N (16 - Tertiary amine),"[CX4H2][NX3!$([NX3]([CX4H2])([CH3,CH2])[CX3]=[OX1])!$([NX3][CX4H3])]([#6])[#6]",CN(C)[CH2],Valid
831,23,38 - C5H5N (18 - Pyridine),[cH1]1[nX2][cH1][cH1][cH1][cH1]1,[cH]1[cH][cH]n[cH][cH]1,Valid
832,8,41 - CH3CN (19 - CCN),[CX4H3][CX2]#[NX1],[CH3]C#N,Valid
833,8,42 - CH2CN (19 - CCN),[CX4H2][CX2]#[NX1],[CH2]C#N,Valid
834,7,43 - COOH (20 - COOH),[CX3H0](=[OX1])[OX2H1],O=C[OH],Valid
835,10,44 - HCOOH (20 - COOH),[CX3H1](=[OX1])[OX2H1],O=[CH][OH],Valid
836,7,45 - CH2Cl (21 - CCl),[CX4H2!$([CX4H2](Cl)Cl)]Cl,[CH2]Cl,Valid
837,9,48 - CH2Cl2 (22 - CCl2),[CX4H2]([Cl])[Cl],Cl[CH2]Cl,Valid
838,12,51 - CHCl3 (23 - CCl3),[CX4H1]([Cl])([Cl])[Cl],Cl[CH](Cl)Cl,Valid
839,13,53 - CCl4 (24 - CCl4),[CX4]([Cl])([Cl])([Cl])[Cl],ClC(Cl)(Cl)Cl,Valid
840,5,59 - CS2 (28 - Carbon disulphide),[SX1]=[CX2]=[SX1],S=C=S,Valid
841,9,60 - CH3SH (29 - CH3SH),[CX4H3][SX2H1],[CH3][SH],Valid
842,9,61 - CH2SH (29 - CH3SH),[CX4H2][SX2H1],[CH2][SH],Valid
843,15,62 - Furfural (30 - Furfural ),"[OX2]1-,:[#6X3]=,:[#6X3]-,:[#6X3]=,:[#6X3]([CX3H1]=[OX1])-,:1",O=[CH]C1=CC=CO1,Valid
844,18,63 - DOH (31 - Ethanediol),[OX2H1][CX4H2][CX4H2][OX2H1],[OH][CH2][CH2][OH],Valid
845,1,64 - I (32 - Iodo compounds),[I],I,Valid
846,2,65 - Br (33 - Bromo compounds),[Br!$([Br][cR])],Br,Valid
847,3,66 - CH#C (34 - Carbon triple bond),[CX2H1]#[CX2H0],C#C,Valid
848,3,67 - C#C (34 - Carbon triple bond),[CX2H0]#[CX2H0],C#C,Valid
849,15,68 - DMSO (35 - Dimethylsulphoxide),[CX4H3][Sv4X3](=[OX1])[CX4H3],[CH3]S([CH3])=O,Valid
850,9,69 - ACRY (36 - Acrylonitrile),[CX3H2]=[CX3H1][CX2]#[NX1],C=[CH]C#N,Valid
851,5,"70 - Cl-C=C (37 - Cl, double bonded carbon )",[Cl][CX3]=[CX3],C=CCl,Valid
852,19,72 - DMF (39 - Dimethylformamide),[CX3H1](=[OX1])[NX3]([CX4H3])[CX4H3],[CH3]N([CH3])[CH]=O,Valid
853,19,73 - HCON(CH2)2 (39 - Dimethylformamide),[CX3H1](=[OX1])[NX3]([CX4H2])[CX4H2],[CH2]N([CH2])[CH]=O,Valid
854,8,77 - COO (41 - Acrylate),[#6!$([CX4H3])!$([CX4H2])][CX3](=[OX1])[OX2][#6],COC(C)=O,Valid
855,6,78 - SiH3 (42 - SiH2),[SiX4H3],[SiH3],Valid
856,7,82 - SiH2O (43 - SiO),[SiX4H2][OX2],O[SiH2],Valid
857,6,83 - SiHO (43 - SiO),[SiX4H1][OX2],O[SiH],Valid
858,5,84 - SiO (43 - SiO),[SiX4H0][OX2],O[Si],Valid
859,26,85 - NMP (44 - Methylpyrrolidone),[CX4H2]1[NX3]([CX4H3])[CX3](=[OX1])[CX4H2][CX4H2]1,[CH3]N1[CH2][CH2][CH2]C1=O,Valid
860,12,86 - CCl3F (45 - CClF),[CX4]([Cl])([Cl])([Cl])[F],FC(Cl)(Cl)Cl,Valid
861,11,88 - HCCl2F (45 - CClF),[CX4H1]([Cl])([Cl])F,F[CH](Cl)Cl,Valid
862,10,91 - HCClF2 (45 - CClF),[CX4H1](Cl)(F)F,F[CH](F)Cl,Valid
863,10,92 - CClF3 (45 - CClF),[CX4](Cl)(F)(F)F,FC(F)(F)Cl,Valid
864,11,93 - CCl2F2 (45 - CClF),[CX4](Cl)(Cl)(F)F,FC(F)(Cl)Cl,Valid
865,8,94 - CONH2 (46 - CON),[CX3](=[OX1])[NX3H2],[NH2]C=O,Valid
866,12,95 - CONHCH3 (46 - CON),[CX3](=[OX1])[NX3H1][CX4H3],[CH3][NH]C=O,Valid
867,12,96 - CONHCH2 (46 - CON),[CX3](=[OX1])[NX3H1][CX4H2],[CH2][NH]C=O,Valid
868,16,97 - CON(CH3)2 (46 - CON),[CX3](=[OX1])[NX3]([CX4H3])[CX4H3],[CH3]N([CH3])C=O,Valid
869,16,98 - CONCH3CH2 (46 - CON),[CX3](=[OX1])[NX3]([CX4H3])[CX4H2],[CH2]N([CH3])C=O,Valid
870,16,99 - CON(CH2)2 (46 - CON),[CX3](=[OX1])[NX3]([CX4H2])[CX4H2],[CH2]N([CH2])C=O,Valid
871,15,100 - C2H5O2 (47 - OCCOH),[OX2H0!R][CX4H2][CX4H2][OX2H1],O[CH2][CH2][OH],Valid
872,27,105 - MORPH (49 - Morpholine),[OX2]1[CX4H2][CX4H2][NX3H1][CX4H2][CX4H2]1,[CH2]1[CH2]O[CH2][CH2][NH]1,Valid
873,21,106 - C4H4S (50 - Thiophene),"[#6X3H1]1-,:[#16X2]-,:[#6X3H1]=,:[#6X3H1]-,:[#6X3H1]=,:1",[CH]1=[CH]S[CH]=[CH]1,Valid
874,19,110 - CH2SuCH2 (52 - Sulphones),[CX4H2][Sv6X4](=[OX1])(=[OX1])[CX4H2],[CH2]S([CH2])(=O)=O,Valid
875,18,111 - CH2SuCH (52 - Sulphones),[CX4H2][Sv6X4](=[OX1])(=[OX1])[CX4H1],[CH]S([CH2])(=O)=O,Valid
876,13,112 - CH2OCH2 (53 - Oxides),[CX4H2]1[OX2][CX4H2]1,[CH2]1[CH2]O1,Valid
877,12,113 - CH2OCH (53 - Oxides),[CX4H2]1[OX2][CX4H1]1,[CH]1[CH2]O1,Valid
878,9,114 - CH2OC (53 - Oxides),[CX4H2]1[OX2][CX4H0]1,C1[CH2]O1,Valid
879,11,115 - CHOCH (53 - Oxides),[CX4H1]1[OX2][CX4H1]1,[CH]1[CH]O1,Valid
880,8,116 - CHOC (53 - Oxides),[CX4H1]1[OX2][CX4H0]1,C1[CH]O1,Valid
881,5,117 - COC (53 - Oxides),[CX4H0]1[OX2][CX4H0]1,C1CO1,Valid
882,7,118 - O=COC=O (54 - Anhydrides),[CX3](=[OX1])[OX2][CX3](=[OX1]),O=COC=O,Valid
883,10,phosphoryl,[PX4H0](=O)([OH0])([OH0])[OH0],OP(O)(O)=O,Valid
884,11,O-(methylaminocarbonyl)oxime,[CX4]NC(=O)ON=C,CNC(=O)ON=C,Valid
885,35,4-Hydroxycoumarin,[OH1]C1=CC(=O)Oc2[cH][cH][cH][cH]c12,O=C1C=C([OH])c2[cH][cH][cH][cH]c2O1,Valid
886,11,1-carboximidoylpiperazine,[NR1X3]1[CX4R1][CX4R1][NX3R1]([CX3]=[NX2])[CX4R1][CX4R1]1,N=CN1CCNCC1,Valid
887,18,phenylpiperazine,[NR1X3]1[CX4R1][CX4R1][NX3R1](c2ccccc2)[CX4R1][CX4R1]1,C1CN(c2ccccc2)CCN1,Valid
888,14,R3 - Carbazides,O=CN=[N+]=[N-],[N-]=[N+]=NC=O,Valid
889,7,R6 - Acid anhydrides,C(=O)OC(=O),O=COC=O,Valid
890,2,R7 - Peroxides,OO,OO,Valid
891,25,R8 - Pentafluorophenyl esters,C(=O)Oc1c(F)c(F)c(F)c(F)c1(F),O=COc1c(F)c(F)c(F)c(F)c1F,Valid
892,21,R9 - Paranitrophenyl esters,C(=O)Oc1ccc(N(=O)=O)cc1,O=COc1ccc(N(=O)=O)cc1,Valid
893,7,R10 - Esters of HOBT (Hydroxybenzotriazole),C(=O)Onnn,nnnOC=O,Valid
894,18,R12 - Triflates,OS(=O)(=O)C(F)(F)F,OS(=O)(=O)C(F)(F)F,Valid
895,7,R13 - Lawesson's reagent and derivatives,P(=S)(S)S,SP(S)=S,Valid
896,10,R14 - Phosphoramides,NP(=O)(N)N,NP(N)(N)=O,Valid
897,12,R15 - Aromatic azides,cN=[N+]=[N-],cN=[N+]=[N-],Valid
898,5,R17 - Acylhydrazide,[N;R0][N;R0]C(=O),NNC=O,Valid
899,3,R19 - Phosphoranes,C=P,C=P,Valid
900,8,R20 - Chloramidines,[Cl]C([C&R0])=N,CC(=N)Cl,Valid
901,3,R21 - Nitroso,[N&D2](=O),N=O,Valid
902,5,R23 - Carbodiumide,N=C=N,N=C=N,Valid
903,10,R24 - Isonitrile,[N+]#[C-],[C-]#[NH+],Valid
904,13,R25 - Triacyloximes,C(=O)N(C(=O))OC(=O),O=CON(C=O)C=O,Valid
905,8,R26 - Cyanohydrins,N#CC[OH],N#CC[OH],Valid
906,6,R27 - Acyl cyanides,N#CC(=O),N#CC=O,Valid
907,10,R28 - Sulfonyl cyanides,S(=O)(=O)C#N,N#CS(=O)=O,Valid
908,16,R29 - Cyanophosphonates,P(OCC)(OCC)(=O)C#N,CCOP(=O)(C#N)OCC,Valid
909,6,R30 - Azocyanamides,[N;R0]=[N;R0]C#N,N#CN=N,Valid
910,7,R31 - Azoalkanals,[N;R0]=[N;R0]CC=O,N=NCC=O,Valid
911,7,I1 - Aliphatic methylene chains 7 or more long,[CD2;R0][CD2;R0][CD2;R0][CD2;R0][CD2;R0][CD2;R0][CD2;R0],CCCCCCC,Valid
912,7,I3 - Crown ethers,[O;R1][C;R1][C;R1][O;R1][C;R1][C;R1][O;R1],OCCOCCO,Valid
913,2,I4 - Disulphides,SS,SS,Valid
914,4,I5 - Thiols,[SH],[SH],Valid
915,17,"I7 - 2,4,5 trihydroxyphenyl",c([OH])c([OH])c([OH]),[OH]cc([OH])c[OH],Valid
916,18,"I8 - 2,3,4 trihydroxyphenyl",c([OH])c([OH])cc([OH]),[OH]ccc([OH])c[OH],Valid
917,9,I9 - Hydrazothiourea,N=NC(=S)N,NC(=S)N=N,Valid
918,4,I10 - Thiocyanate,SC#N,N#CS,Valid
919,6,I11 - Benzylic quaternary Nitrogen,cC[N+],cC[N+],Valid
920,9,I13 - Cyanamides,N[CH2]C#N,N[CH2]C#N,Valid
921,8,I14 - Four membered lactones,C1(=O)OCC1,O=C1CCO1,Valid
922,19,I15 - Di and Triphosphates,P(=O)([OH])OP(=O)[OH],O=P([OH])OP(=O)[OH],Valid
923,8,I16 - Betalactams,N1CCC1=O,O=C1CCN1,Valid
924,16,N1 - Quinones,O=C1[#6]~[#6]C(=O)[#6]~[#6]1,O=C1C~CC(=O)C~C1,Valid
925,12,N2 - Polyenes,C=CC=CC=CC=C,C=CC=CC=CC=C,Valid
926,25,N3 - Saponin derivatives,O1CCCCC1OC2CCC3CCCCC3C2,C1CCC(OC2CCC3CCCCC3C2)OC1,Valid
927,15,N4 - Cytochalasin derivatives,O=C1NCC2CCCCC21,O=C1NCC2CCCCC21,Valid
928,14,N5 - Cycloheximide derivatives,O=C1CCCC(N1)=O,O=C1CCCC(=O)N1,Valid
929,17,N6 - Monensin derivatives,O1CCCCC1C2CCCO2,C1CCC(C2CCCO2)OC1,Valid
930,55,N7 - Cyanidin derivatives,[OH]c1cc([OH])cc2[O+]=C(C([OH])=Cc21)c3cc([OH])c([OH])cc3,[OH]C1=Cc2c([OH])cc([OH])cc2[O+]=C1c1ccc([OH])c([OH])c1,Valid
931,14,N8 - Squalestatin derivatives,C12OCCC(O1)CC2,C1CC2CCC(O1)O2,Valid
932,13,A4,[OH1]C1=NC=NO1,[OH]C1=NC=NO1,Valid
933,13,A5,[NH1]1C=NOS1=O,O=S1[NH]C=NO1,Valid
934,20,A6,[OH1]C1=NC(=O)CC1=O,O=C1CC(=O)C([OH])=N1,Valid
935,17,A7,[OH1]C1NC(=O)C(=O)C1,O=C1CC([OH])NC1=O,Valid
936,12,A8,[nH1]1ncoc1=O,O=c1[nH]nco1,Valid
937,13,A9,[OH1]C1=NN=CO1,[OH]C1=NN=CO1,Valid
938,15,A10,[nH1]1[nH]cnc1=O,O=c1nc[nH][nH]1,Valid
939,16,A11,[OH1]C1=N[NH1]C=N1,[OH]C1=N[NH]C=N1,Valid
940,13,A12,[OH1]C1=NOC=C1,[OH]C1=NOC=C1,Valid
941,12,A13,[nH1]1occc1=O,O=c1cco[nH]1,Valid
942,11,A14,[OH1]c1oncc1,[OH]c1ccno1,Valid
943,12,A15,[nH1]1ccc(=O)o1,O=c1cc[nH]o1,Valid
944,7,A16 - tetrazole,[nH1]nnn,nnn[nH],Valid
945,7,A17,[nH1](n)nn,nn[nH]n,Valid
946,16,A18,[OH1]C1=NC(=O)NO1,O=C1NOC([OH])=N1,Valid
947,16,A19,[OH1]C1=NC(=O)ON1,O=C1N=C([OH])NO1,Valid
948,18,A20,[nH1]1cnnc1C(F)(F)F,FC(F)(F)c1nnc[nH]1,Valid
949,18,A21,[nH1]1cnc(n1)C(F)(F)F,FC(F)(F)c1nc[nH]n1,Valid
950,16,A22,[nH1]1C(=O)CC(=O)O1,O=C1CC(=O)O[nH]1,Valid
951,16,A23,[OH1]C1=CC(=O)NO1,O=C1C=C([OH])ON1,Valid
952,16,A24,[OH1]C1=CC(=O)ON1,O=C1C=C([OH])NO1,Valid
953,26,A25 - benzosulphimide,[NH1]1C(=O)c2ccccc2S1(=O)=O,O=C1[NH]S(=O)(=O)c2ccccc21,Valid
954,26,A26,[OH1]C1=NS(=O)(=O)c2ccccc21,O=S1(=O)N=C([OH])c2ccccc21,Valid
955,22,A27,[OH1]C1=NC(=O)c2ccccc21,O=C1N=C([OH])c2ccccc21,Valid
956,16,A28,[OH1]C1=COC=CC1=O,O=C1C=COC=C1[OH],Valid
957,13,A29,[OH1]C1=NSN=C1,[OH]C1=NSN=C1,Valid
958,8,A30 - hyroxamic acid,[OH1]NC(=O),O=CN[OH],Valid
959,21,A31 - trifluoromethyl sulphonamide,[NH]S(=O)(=O)C(F)(F)F,[NH]S(=O)(=O)C(F)(F)F,Valid
960,12,A32 - aryl sulphonamide,[NH](c)S(=O)=O,c[NH]S(=O)=O,Valid
961,6,B1 - primary amine,[NH2][CX4],C[NH2],Valid
962,6,B2 - secondary amine,[NH]([CX4])[CX4],C[NH]C,Valid
963,6,B3 - tertiary amine,[NX3]([CX4])([CX4])[CX4],CN(C)C,Valid
964,8,B7,[nH0;!$(n-C);!$(n(:c)(:c):a)]1ccccc1,c1ccncc1,Valid
965,7,E4EXC,C(=O)[OH1],O=C[OH],Valid
966,7,E5EXC,C(=O)[SH1],O=C[SH],Valid
967,5,E9EXC,P[OH1],[OH]P,Valid
968,9,E11,c(=O)(~c)~c,c~c(~c)=O,Valid
969,7,E13 - imides,C(=O)-N-C=O,O=CNC=O,Valid
970,6,N1 - pimary amines,[NX3H2][CX4],C[NH2],Valid
971,6,N2 - secondary amines,[NX3H]([CX4])[CX4],C[NH]C,Valid
972,7,N7EXC,[OH1]C=C,C=C[OH],Valid
973,4,Acyclic C=C-O,C=[C!r]O,C=CO,Valid
974,6,Acyl cyanide,N#CC(=O),N#CC=O,Valid
975,9,Acyl hydrazine,C(=O)N[NH2],[NH2]NC=O,Valid
976,13,Aniline,c1cc([NH2])ccc1,[NH2]c1ccccc1,Valid
977,33,Azepane,[CH2R1]1N[CH2R1][CH2R1][CH2R1][CH2R1][CH2R1]1,[CH2]1[CH2][CH2][CH2]N[CH2][CH2]1,Valid
978,11,Azido group,N=[N+]=[N-],[N-]=[N+]=N,Valid
979,3,Azo group,N=N,N=N,Valid
980,38,Azocane,[CH2R1]1N[CH2R1][CH2R1][CH2R1][CH2R1][CH2R1][CH2R1]1,[CH2]1[CH2][CH2][CH2]N[CH2][CH2][CH2]1,Valid
981,14,Biotin analogue,C12C(NC(N1)=O)CSC2,O=C1NC2CSCC2N1,Valid
982,6,Conjugated nitrile group,C=[C!r]C#N,C=CC#N,Valid
983,16,Cumarine,c1ccc2c(c1)ccc(=O)o2,O=c1ccc2ccccc2o1,Valid
984,9,Cyanamide,N[CH2]C#N,N[CH2]C#N,Valid
985,8,Cyanohydrins,N#CC[OH],N#CC[OH],Valid
986,9,Cycloheptane (1),[CR1]1[CR1][CR1][CR1][CR1][CR1][CR1]1,C1CCCCCC1,Valid
987,9,Cycloheptane (2),[CR1]1[CR1][CR1]cc[CR1][CR1]1,C1CCccCC1,Valid
988,10,Cyclooctane (1),[CR1]1[CR1][CR1][CR1][CR1][CR1][CR1][CR1]1,C1CCCCCCC1,Valid
989,10,Cyclooctane,[CR1]1[CR1][CR1]cc[CR1][CR1][CR1]1,C1CCCccCC1,Valid
990,3,Diazo group,[N!R]=[N!R],N=N,Valid
991,2,Disulphide,SS,SS,Valid
992,2,Enamine,[CX3R0][NX3R0],CN,Valid
993,7,Ester of HOBT,C(=O)Onnn,nnnOC=O,Valid
994,8,Four member lactones,C1(=O)OCC1,O=C1CCO1,Valid
995,13,Hydantoin,C1NC(=O)NC(=O)1,O=C1CNC(=O)N1,Valid
996,8,Hydroxamic acid,C(=O)N[OH],O=CN[OH],Valid
997,3,Imine,C=[N!R],C=N,Valid
998,5,Ketene,C=C=O,C=C=O,Valid
999,10,"Methylidene-1,3-dithiole",S1C=CSC1=S,S=C1SC=CS1,Valid
1000,11,Michael acceptor (4),C=C(C=O)C=O,C=C(C=O)C=O,Valid
1001,14,"N-acyl-2-amino-5-mercapto-1,3,4-thiadiazole",s1c(S)nnc1NC=O,O=CNc1nnc(S)s1,Valid
1002,5,N-hydroxylpyridine,n[OH],n[OH],Valid
1003,4,N-nitroso,[#7]-N=O,NN=O,Valid
1004,10,Perfluorinated chain,[CX4](F)(F)[CX4](F)F,FC(F)C(F)F,Valid
1005,2,Peroxide,OO,OO,Valid
1006,15,Phenol ester,c1ccccc1OC(=O)[#6],CC(=O)Oc1ccccc1,Valid
1007,15,Phenyl carbonate,c1ccccc1OC(=O)O,OC(=O)Oc1ccccc1,Valid
1008,1,Phosphor,P,P,Valid
1009,6,Polyene,[CR0]=[CR0][CR0]=[CR0],C=CC=C,Valid
1010,25,Saponine derivative,O1CCCCC1OC2CCC3CCCCC3C2,C1CCC(OC2CCC3CCCCC3C2)OC1,Valid
1011,21,Stilbene,c1ccccc1C=Cc2ccccc2,C(=Cc1ccccc1)c1ccccc1,Valid
1012,10,Sulfonyl cyanide,S(=O)(=O)C#N,N#CS(=O)=O,Valid
1013,2,Sulfur oxygen single bond,[SX2]O,OS,Valid
1014,14,Sulphate,OS(=O)(=O)[O-],OS(=O)(=O)[O-],Valid
1015,2,Sulphur nitrogen single bond,[SX2H0][N],NS,Valid
1016,15,Thiobenzothiazole (1),c12ccccc1(SC(S)=N2),SC1=Nc2ccccc2S1,Valid
1017,15,Thiobenzothiazole (2),c12ccccc1(SC(=S)N2),S=C1Nc2ccccc2S1,Valid
1018,5,Thiol (1),[S-],[SH-],Valid
1019,4,Thiol (2),[SH],[SH],Valid
1020,18,Triflate,OS(=O)(=O)C(F)(F)F,OS(=O)(=O)C(F)(F)F,Valid
1021,3,Triple bond,C#C,C#C,Valid
1022,5,Deuterium,[2H],[2HH],Valid
1023,7,C13,[13#6],[13CH4],Valid
1024,10,2-Chloropyridine,n1c(cccc1)Cl,Clc1ccccn1,Valid
1025,23,Poly ethers,O[CH2][CH2]O-!@[CH2][CH2]O,O[CH2][CH2]O[CH2][CH2]O,Valid
1026,2,"Acyclic N-,=N and not N bound to carbonyl or sulfone","[N;!$(N-[C,S]=*)]-,=;!@[N;!$(N-[C,S]=*)]",NN,Valid
1027,3,Acyclic N-C-N,N-!@[CX4]-!@N,NCN,Valid
1028,6,"1,2-Dicarbonyl not in ring",O=[CX3]-!@[CX3]=O,O=CC=O,Valid
1029,27,"Carbamate, t-BOC protected",NC(OC([CH3])([CH3])[CH3])=O,[CH3]C([CH3])([CH3])OC(N)=O,Valid
1030,20,"Carbamate, Cbz protected",NC(O[CH2]c1ccccc1)=O,NC(=O)O[CH2]c1ccccc1,Valid
1031,7,Carbamate include di-substitued N,OC(=O)-!@[NX3],NC(O)=O,Valid
1032,9,N:C-SCH2 groups,[ND1]=C-!@[SX2]-[CH2D2],[CH2]SC=N,Valid
1033,7,26,N-C(=S)-N,NC(N)=S,Valid
1034,4,Thio cyanates,S-C#N,N#CS,Valid
1035,11,Aliphatic ketone not ring and not di-carbonyl,[C;!$(C=*)][C!R](=O)[CH2D2],CC([CH2])=O,Valid
1036,12,"Aliphatic ester, not lactones",C[C!R](=O)[O!R][CH2D2],CC(=O)O[CH2],Valid
1037,30,"Long aliphatic chain, 6+",[CH2][CH2][CH2]-!@[CH2][CH2][CH2],[CH2][CH2][CH2][CH2][CH2][CH2],Valid
1038,3,Acyclic C=N-H,[NH1X2]=[C!R;!$(C(-N)(=[NH1])-N)],C=N,Valid
1039,2,Acyclic no not nitro,O-!@[N;!$(N(=O)=O);!$([N+](=O)[O-])],NO,Valid
1040,2,42,S-S,SS,Valid
1041,3,43,O~O,O~O,Valid
1042,18,Adamantyl,C12CC3CC(C1)CC(C2)C3,C1C2CC3CC1CC(C2)C3,Valid
1043,7,Too many cyano groups (>1),C#N.C#N,C#N.C#N,Valid
1044,15,Too many COOH groups (>1),[CX3](=O)[OH1].[CX3](=O)[OH1],O=C[OH].O=C[OH],Valid
1045,12,Amino acid,[NH2][CX4]C(=O)O,[NH2]CC(O)=O,Valid
1046,4,Chlorates,Cl~O,O~Cl,Valid
1047,5,Filter11_nitrosamin,[NR0]~[NX2]~[OX1],N~N~O,Valid
1048,6,Filter16_trialkyl_phosphin,[PX3]([#6])([#6])[#6],CP(C)C,Valid
1049,2,Filter20_hydrazine,[Nv3X3][Nv3X3!H0],NN,Valid
1050,8,Filter21_cyanhydrin,[NX1]#C[CX4][OH],N#CC[OH],Valid
1051,14,Filter23_ortho_quinone,C1(C=CC=CC1=O)=O,O=C1C=CC=CC1=O,Valid
1052,50,Filter33_C10_alkyl,[CH3][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2],[CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH3],Valid
1053,2,Filter35_PP_bond,P-P,PP,Valid
1054,3,Filter36_SS_double_bond,S=S,S=S,Valid
1055,8,Filter37_silicate,[Si]~O,O~[SiH4],Valid
1056,6,Filter43_michael_acceptor_sp1,C#CC=O,C#CC=O,Valid
1057,6,Filter51_PN3,N[PX3](N)N,NP(N)N,Valid
1058,16,Filter53_para_quinones,O=C1C=CC(=O)C=C1,O=C1C=CC(=O)C=C1,Valid
1059,2,Filter56_SS_bond,S-S,SS,Valid
1060,15,Filter57_polyphenol1,Oc1cc(O)cc(O)c1,Oc1cc(O)cc(O)c1,Valid
1061,15,Filter58_polyphenol2,Oc1c(O)cc(O)cc1,Oc1ccc(O)c(O)c1,Valid
1062,3,Filter59_phoshorous_ylide,C=P,C=P,Valid
1063,3,Filter60_Acyclic_N-S,N!@[SX2],N~S,Valid
1064,24,Filter66_C4_perfluoralkyl,C(F)(F)C(F)(F)C(F)(F)C(F)(F),FC(F)C(F)(F)C(F)(F)C(F)F,Valid
1065,14,Filter72_hydrated_di_ketone,C(=O)C([OH])[OH],O=CC([OH])[OH],Valid
1066,7,Filter73_thio_ketone,CC(=S)C,CC(C)=S,Valid
1067,7,Filter76_S_ester,CC(=S)O,CC(O)=S,Valid
1068,20,Filter79_maleimide,[CH]1C(=O)NC(=O)[CH]=1,O=C1[CH]=[CH]C(=O)N1,Valid
1069,4,Filter86_cyanamide,N#C[#7!$(N(C#N)=C(N)NC)],NC#N,Valid
1070,3,Filter90_N_double_bond_S,N=!@S,N=S,Valid
1071,12,Filter93_acetyl_urea,C(=O)!@N!@C(=O)[#7],NC(=O)~N~C=O,Valid
1072,7,Anhydride,C(=O)OC(=O),O=COC=O,Valid
1073,26,p-Nitrophenyl ester,C(=O)Oc1ccc([N+]([O-])=O)cc1,O=COc1ccc([N+](=O)[O-])cc1,Valid
1074,7,HOBT ester,C(=O)Onnn,nnnOC=O,Valid
1075,12,Aromatic azide,cN=[N+]=[N-],cN=[N+]=[N-],Valid
1076,6,Azocyanamide,[N;R0]=[N;R0]C#N,N#CN=N,Valid
1077,8,Cyanohydrin,N#CC[OH],N#CC[OH],Valid
1078,8,Chloramidine,[Cl]C([C&R0])=N,CC(=N)Cl,Valid
1079,13,Triacyloxime,C(=O)N(C(=O))OC(=O),O=CON(C=O)C=O,Valid
1080,6,Benzylic quaternary nitrogen,cC[N+],cC[N+],Valid
1081,3,Phosphorane,C=P,C=P,Valid
1082,7,Lawesson reagent derivatives,P(=S)(S)S,SP(S)=S,Valid
1083,16,Cyanophosphonate,P(OCC)(OCC)(=O)C#N,CCOP(=O)(C#N)OCC,Valid
1084,4,Thiol,[SH],[SH],Valid
1085,20,Benzhydrol,[OH1]-C(-c1ccccc1)c2ccccc2,OC(c1ccccc1)c1ccccc1,Valid
1086,18,Dihydroxybenzene,[OH1]c1ccc([OH1])cc1,[OH]c1ccc([OH])cc1,Valid
1087,17,"2,3,4-Trihydroxyphenyl",c([OH])c([OH])c([OH]),[OH]cc([OH])c[OH],Valid
1088,18,"2,4,5-Trihydroxyphenyl",c([OH])c([OH])cc([OH]),[OH]ccc([OH])c[OH],Valid
1089,7,Azoalkanal,[N;R0]=[N;R0]CC=O,N=NCC=O,Valid
1090,9,Hydrazothiourea,N=NC(=S)N,NC(=S)N=N,Valid
1091,13,Hemiacetal,[#6]-O[CH1](-[#6])[OH1],CO[CH](C)[OH],Valid
1092,8,Ester,[#6]-C(=O)O-[#6],COC(C)=O,Valid
1093,3,Imine 3,C=[NH],C=N,Valid
1094,7,Thioketone,CC(=S)C,CC(C)=S,Valid
1095,8,Thionoester,COC(=S)C,COC(C)=S,Valid
1096,7,Thioamide,CC(=S)N,CC(N)=S,Valid
1097,6,Long chain hydrocarbon,[CD2;R0][CD2;R0][CD2;R0][CD2;R0][CD2;R0][CD2;R0],CCCCCC,Valid
1098,10,Isonitrile,[N+]#[C-],[C-]#[NH+],Valid
1099,4,Thiocyanate,SC#N,N#CS,Valid
1100,21,Dye 22,NS(=O)(=O)c1cccc([#7])c1,Nc1cccc(S(N)(=O)=O)c1,Valid
1101,6,Dye 2,OCccCO,OCccCO,Valid
1102,2,Disulfide,SS,SS,Valid
1103,11,Michael acceptor 5,N#CC(=C)C#N,C=C(C#N)C#N,Valid
1104,6,Oxalyl,O=C-&!@C=O,O=CC=O,Valid
1105,15,Quaternary nitroxy,C[N+](-[O-])(C)C,C[N+](C)(C)[O-],Valid
1106,19,Di/triphosphate,P(=O)([OH])OP(=O)[OH],O=P([OH])OP(=O)[OH],Valid
1107,10,Phosphoramide,NP(=O)(N)N,NP(N)(N)=O,Valid
1108,18,Phenalene,c1(c)c2c(c)cccc2ccc1,cc1cccc2cccc(c)c12,Valid
